id	type
GSTA1	protein_coding
GSTA6P	pseudogene
GSTA5	protein_coding
GSTA11P	pseudogene
GSTA10P	pseudogene
GSTA3	protein_coding
GSTA9P	pseudogene
GSTA4	protein_coding
RN7SK	snRNA
CILK1	protein_coding
FBXO9	protein_coding
RN7SL244P	pseudogene
GCM1	protein_coding
RNU6-464P	pseudogene
SOD1P1	pseudogene
RNU1-136P	pseudogene
HMGB1P20	pseudogene
ELOVL5	protein_coding
MIR5685	miRNA
RPS16P5	transcribed_pseudogene
RPL31P28	pseudogene
RPL31P33	pseudogene
LOC100130403	pseudogene
RN7SKP256	pseudogene
NANOGP3	pseudogene
GCLC	protein_coding
LOC101927136	lncRNA
LINC01564	lncRNA
KLHL31	protein_coding
LRRC1	protein_coding
LOC101927189	lncRNA
MLIP-IT1	lncRNA
ERHP2	pseudogene
MLIP	protein_coding
MLIP-AS1	lncRNA
TINAG	protein_coding
CLNS1AP1	pseudogene
RPL10P10	pseudogene
RPSAP44	pseudogene
KRASP1	pseudogene
RNU6-1023P	pseudogene
FAM83B	protein_coding
HCRTR2	protein_coding
GFRAL	protein_coding
HMGCLL1	protein_coding
BMP5	protein_coding
NPM1P36	pseudogene
COL21A1	protein_coding
DHFRP6	pseudogene
RCC2P7	pseudogene
DST	protein_coding
DST-AS1	lncRNA
RPL17P26	pseudogene
RNU6-626P	pseudogene
BEND6	protein_coding
OSTCP6	pseudogene
FTH1P15	pseudogene
MRPL30P1	pseudogene
KIAA1586	protein_coding
ZNF451	protein_coding
ZNF451-AS1	lncRNA
BAG2	protein_coding
RAB23	protein_coding
LOC100506188	lncRNA
PRIM2	protein_coding
MIR548U	miRNA
GAPDHP41	pseudogene
RBBP4P3	pseudogene
TRI-AAT1-1	tRNA
TRA-AGC13-2	tRNA
TRM-CAT7-1	tRNA
TRA-AGC12-3	tRNA
TRA-AGC16-1	tRNA
GUSBP4	transcribed_pseudogene
LINC00680-GUSBP4	transcribed_pseudogene
LINC00680	lncRNA
GAPDHP15	pseudogene
LOC100288628	pseudogene
RBBP4P4	pseudogene
KHDRBS2	protein_coding
MTRNR2L9	protein_coding
DHFRP5	pseudogene
LOC442225	pseudogene
FKBP1C	pseudogene
SPTLC1P3	pseudogene
LOC100128610	pseudogene
LGSN	protein_coding
LOC100133007	pseudogene
LOC642554	pseudogene
EEF1B2P5	pseudogene
RPL7AP34	pseudogene
PTP4A1	protein_coding
RPL9P18	pseudogene
PHF3	protein_coding
EYS	protein_coding
LOC100422587	pseudogene
SCAT8	lncRNA
GCNT1P4	pseudogene
HNRNPDP2	pseudogene
LOC100419882	pseudogene
LOC441155	protein_coding
SLC25A51P1	transcribed_pseudogene
ADH5P4	pseudogene
NUFIP1P1	pseudogene
LOC100420940	pseudogene
RNU7-66P	pseudogene
LOC100420211	pseudogene
RNA5SP208	pseudogene
RNU6-280P	pseudogene
LOC100128293	pseudogene
LOC102723883	lncRNA
LINC02549	lncRNA
LOC101928307	lncRNA
ADGRB3	protein_coding
LMBRD1	protein_coding
NPM1P37	pseudogene
GAPDHP42	pseudogene
COL19A1	protein_coding
RPL37P15	pseudogene
COL9A1	protein_coding
EVADR	lncRNA
FAM135A-AS1	lncRNA
FAM135A	protein_coding
RNU7-48P	pseudogene
SDHAF4	protein_coding
LOC642590	pseudogene
SLC25A6P6	pseudogene
SMAP1	protein_coding
LOC100419975	pseudogene
B3GAT2	protein_coding
BECN1P2	pseudogene
LYPLA1P3	pseudogene
RNU6-411P	pseudogene
LOC100132834	pseudogene
OGFRL1	protein_coding
MIR30C2	miRNA
MIR30A	miRNA
LINC00472	lncRNA
LINC01626	lncRNA
LOC100131890	pseudogene
KRT19P1	pseudogene
RNU4-66P	pseudogene
RIMS1	protein_coding
LOC100418957	pseudogene
LOC100422453	pseudogene
LOC643067	pseudogene
KCNQ5	protein_coding
KCNQ5-IT1	lncRNA
MIR4282	miRNA
KNOP1P4	pseudogene
PGAM1P10	pseudogene
KCNQ5-AS1	lncRNA
RBPMS2P1	pseudogene
KHDC1L	protein_coding
KHDC1	protein_coding
RPSAP41	pseudogene
EIF3EP1	pseudogene
SDCBP2P1	pseudogene
PAICSP3	pseudogene
DPPA5	protein_coding
KHDC3L	protein_coding
OOEP	protein_coding
RPL39P3	pseudogene
RPS6P8	pseudogene
DDX43	protein_coding
CGAS	protein_coding
MTO1	protein_coding
RNU6-975P	pseudogene
RN7SL827P	pseudogene
EEF1A1	protein_coding
SLC17A5	protein_coding
RPS27P15	pseudogene
LOC101928489	lncRNA
CD109	protein_coding
TXNP7	pseudogene
LOC101928516	lncRNA
LOC100128592	pseudogene
LOC100127900	pseudogene
COL12A1	protein_coding
SNORD156	snoRNA
COX7A2	protein_coding
TMEM30A	protein_coding
LOC100506804	lncRNA
FILIP1	protein_coding
HMGB1P39	pseudogene
LOC101928540	lncRNA
MIR4463	miRNA
UBE2V1P15	pseudogene
RNU1-34P	pseudogene
RPL26P20	pseudogene
H3P27	pseudogene
RNU6-1338P	pseudogene
SENP6	protein_coding
LOC100421091	pseudogene
RNU6-1016P	pseudogene
RN7SKP163	pseudogene
MYO6	protein_coding
RNU6-155P	pseudogene
RNA5SP209	pseudogene
IMPG1	protein_coding
RNU6-248P	pseudogene
RNU6-261P	pseudogene
LINC02540	lncRNA
RNU6-84P	pseudogene
LOC100131680	pseudogene
HTR1B	protein_coding
RPS6P7	pseudogene
MEI4	protein_coding
MIR10524	miRNA
IRAK1BP1	protein_coding
PHIP	protein_coding
TRF-GAA8-1	pseudogene
LOC100419073	pseudogene
HMGN3	protein_coding
HMGN3-AS1	lncRNA
LCAL1	lncRNA
LOC100418713	pseudogene
DBIP1	pseudogene
LCA5	protein_coding
SH3BGRL2	protein_coding
LINC01621	lncRNA
LOC100422671	pseudogene
ELOVL4	protein_coding
GAPDHP63	pseudogene
RPL35AP18	pseudogene
TTK	protein_coding
LOC643562	pseudogene
AK4P5	pseudogene
BCKDHB	protein_coding
RPL17P25	pseudogene
RPSAP72	pseudogene
LOC648934	pseudogene
RNA5SP210	pseudogene
TENT5A	protein_coding
LINC01526	lncRNA
LINC02542	lncRNA
IBTK	protein_coding
RNU6-130P	pseudogene
LOC100132659	pseudogene
TPBG	protein_coding
UBE3D	protein_coding
LAP3P1	pseudogene
DOP1A	protein_coding
PGM3	protein_coding
RWDD2A	protein_coding
ME1	protein_coding
PRSS35	protein_coding
SNAP91	protein_coding
LOC105377879	lncRNA
RIPPLY2	protein_coding
CYB5R4	protein_coding
MRAP2	protein_coding
CEP162	protein_coding
LINC01611	lncRNA
SMARCE1P2	pseudogene
TBX18-AS1	lncRNA
TBX18	protein_coding
LOC100421583	pseudogene
RPL31P32	pseudogene
KRT18P30	pseudogene
LOC100421093	pseudogene
KRT18P64	pseudogene
LINC02535	lncRNA
DUTP5	pseudogene
TPT1P6	pseudogene
NT5E	protein_coding
SNX14	protein_coding
SYNCRIP	protein_coding
PKMP3	pseudogene
SNHG5	lncRNA
SNORD50A	snoRNA
SNORD50B	snoRNA
LOC100127917	pseudogene
SMIM11P1	pseudogene
RNU4-72P	pseudogene
LOC100133102	pseudogene
RNU4-12P	pseudogene
RPL7P27	pseudogene
LOC643916	pseudogene
NDUFA5P9	pseudogene
LOC100652960	pseudogene
RN7SL643P	pseudogene
HTR1E	protein_coding
RPL7P29	pseudogene
MTHFD2P2	pseudogene
RN7SKP209	pseudogene
CGA	protein_coding
RCN1P1	pseudogene
ZNF292	protein_coding
LOC100418923	pseudogene
GJB7	protein_coding
HSPD1P10	pseudogene
SMIM8	protein_coding
LOC100421022	pseudogene
C6orf163	protein_coding
LINC01590	lncRNA
CFAP206	protein_coding
TAF13P1	pseudogene
LOC100420741	pseudogene
ST13P16	pseudogene
SLC35A1	protein_coding
RNU6-444P	pseudogene
RARS2	protein_coding
ORC3	protein_coding
AKIRIN2	protein_coding
LOC101928911	lncRNA
RN7SL183P	pseudogene
SPACA1	protein_coding
CNR1	protein_coding
RPS14P9	pseudogene
ACTBP8	pseudogene
LOC101928936	lncRNA
RNGTT	protein_coding
CYCSP16	pseudogene
LOC100131124	pseudogene
RNU2-61P	pseudogene
PNRC1	protein_coding
RN7SL336P	pseudogene
SRSF12	protein_coding
PM20D2	protein_coding
GABRR1	protein_coding
GABRR2	protein_coding
TUBB3P1	pseudogene
UBE2J1	protein_coding
RRAGD	protein_coding
NACAP7	pseudogene
ANKRD6	protein_coding
RN7SL11P	pseudogene
LYRM2	protein_coding
LOC101929057	lncRNA
MDN1	protein_coding
DNAJC19P6	pseudogene
LOC100132736	pseudogene
CASP8AP2	protein_coding
RPL22P14	pseudogene
LOC644269	pseudogene
GJA10	protein_coding
BACH2	protein_coding
RN7SKP110	pseudogene
MIR4464	miRNA
MAP3K7	protein_coding
MIR4643	miRNA
CASC6	lncRNA
MTATP6P25	pseudogene
MTND4LP19	pseudogene
MTCO1P56	pseudogene
RN7SL415P	pseudogene
LOC100129847	pseudogene
RPL5P19	pseudogene
ATF1P1	pseudogene
COPS5P1	pseudogene
EPHA7	protein_coding
TSG1	lncRNA
LOC100132830	pseudogene
MTCYBP36	pseudogene
CYCSP17	pseudogene
MANEA-DT	lncRNA
MANEA	protein_coding
KRT18P50	pseudogene
FUT9	protein_coding
RN7SL797P	pseudogene
UFL1	protein_coding
FHL5	protein_coding
RPS7P8	pseudogene
RNU4-70P	pseudogene
TYMSP1	pseudogene
LOC100286973	pseudogene
EEF1GP6	pseudogene
GPR63	protein_coding
NDUFAF4	protein_coding
KLHL32	protein_coding
RN7SL509P	pseudogene
MMS22L	protein_coding
LOC101927314	lncRNA
MIR2113	miRNA
EIF4EBP2P3	pseudogene
PNKY	lncRNA
POU3F2	protein_coding
FBXL4	protein_coding
MIR548AI	miRNA
BDH2P1	pseudogene
FAXC	protein_coding
COQ3	protein_coding
PNISR	protein_coding
LOC101927365	lncRNA
USP45	protein_coding
TSTD3	protein_coding
CCNC	protein_coding
RPS3P5	pseudogene
PRDM13	protein_coding
MCHR2	protein_coding
MCHR2-AS1	lncRNA
NPM1P38	pseudogene
LOC100420742	pseudogene
PRDX2P4	pseudogene
LOC100129854	pseudogene
SIM1	protein_coding
ASCC3	protein_coding
LOC153893	pseudogene
LOC728098	pseudogene
GRIK2	protein_coding
ACTG1P18	pseudogene
R3HDM2P2	pseudogene
NPM1P10	pseudogene
HACE1	protein_coding
RNU6-897P	pseudogene
LOC100422315	pseudogene
LIN28B-AS1	lncRNA
LIN28B	protein_coding
RNU6-1106P	pseudogene
BVES	protein_coding
BVES-AS1	lncRNA
POPDC3	protein_coding
PREP	protein_coding
RPL7AP35	pseudogene
RPL35P3	pseudogene
LOC100130683	pseudogene
RN7SKP211	pseudogene
PRDM1	protein_coding
ATG5	protein_coding
RN7SL47P	pseudogene
RNU6-344P	pseudogene
CRYBG1	protein_coding
RNA5SP211	pseudogene
LOC105377924	lncRNA
RTN4IP1	protein_coding
RNU6-527P	pseudogene
QRSL1	protein_coding
RPL21P65	pseudogene
LINC02526	lncRNA
LINC02532	lncRNA
RNU6-117P	pseudogene
MIR587	miRNA
MTRES1	protein_coding
BEND3	protein_coding
RNU6-1299P	pseudogene
PDSS2	protein_coding
RPS24P12	pseudogene
SOBP	protein_coding
SCML4	protein_coding
SEC63	protein_coding
RNU6-437P	pseudogene
RPL23AP50	pseudogene
MTHFD2P3	pseudogene
RPL3P7	pseudogene
OSTM1	protein_coding
OSTM1-AS1	lncRNA
NR2E1	protein_coding
SNX3	protein_coding
RNA5SP212	pseudogene
RNU6-1144P	pseudogene
AFG1L	protein_coding
RPL36AP24	pseudogene
LOC100506224	pseudogene
RNU6-770P	pseudogene
FOXO3	protein_coding
SUMO2P8	pseudogene
LINC00222	lncRNA
ZNF259P1	pseudogene
RPL37AP3	pseudogene
ARMC2	protein_coding
RPS12P13	pseudogene
ATP5MFP2	pseudogene
ARMC2-AS1	lncRNA
SESN1	protein_coding
RNU6-653P	pseudogene
CEP57L1	protein_coding
CCDC162P	transcribed_pseudogene
PTCHD3P3	pseudogene
RNY3P11	pseudogene
RPL7P28	pseudogene
CD164	protein_coding
PPIL6	protein_coding
SMPD2	protein_coding
MICAL1	protein_coding
ZBTB24	protein_coding
AK9	protein_coding
FIG4	protein_coding
GPR6	protein_coding
WASF1	protein_coding
CDC40	protein_coding
METTL24	protein_coding
DDO	protein_coding
SLC22A16	protein_coding
RN7SL617P	pseudogene
RPS19P5	pseudogene
LOC100420531	pseudogene
CDK19	protein_coding
LOC100129155	pseudogene
RPS20P18	pseudogene
RNU6-957P	pseudogene
AMD1	protein_coding
SNORA40C	snoRNA
RNU6-1115P	pseudogene
CNN2P9	pseudogene
LOC442244	pseudogene
GTF3C6	protein_coding
RPF2	protein_coding
RNU6-906P	pseudogene
GSTM2P1	transcribed_pseudogene
SLC16A10	protein_coding
RNU6-960P	pseudogene
SNORD166	snoRNA
MFSD4B	protein_coding
REV3L	protein_coding
FCF1P5	pseudogene
BRD7P4	pseudogene
TRAF3IP2-AS1	antisense_RNA
TRAF3IP2	protein_coding
FYN	protein_coding
LINC02527	lncRNA
CCN6	protein_coding
TUBE1	protein_coding
FAM229B	protein_coding
LAMA4	protein_coding
RNU6-1226P	pseudogene
LAMA4-AS1	lncRNA
LOC100128588	pseudogene
RFPL4B	protein_coding
RPSAP45	pseudogene
KRT18P65	pseudogene
FEM1AP3	pseudogene
PA2G4P5	pseudogene
RNU6-1163P	pseudogene
FCF1P10	pseudogene
SOCS5P5	pseudogene
LINC02518	lncRNA
RPS27AP11	pseudogene
LINC02541	lncRNA
RPL30P8	pseudogene
MARCKS	protein_coding
MROCKI	lncRNA
FLJ34503	lncRNA
HDAC2	protein_coding
HDAC2-AS2	lncRNA
NUDT19P3	pseudogene
HS3ST5	protein_coding
RPSAP43	pseudogene
RNA5SP213	pseudogene
DNAJA1P4	pseudogene
RNU6-475P	pseudogene
LINC02534	lncRNA
FRK	protein_coding
TPI1P3	transcribed_pseudogene
NT5DC1	protein_coding
COL10A1	protein_coding
NIP7P3	pseudogene
TSPYL4	protein_coding
DSE	protein_coding
RPS5P1	pseudogene
LOC100287430	pseudogene
TSPYL1	protein_coding
LOC100287467	lncRNA
CBX3P9	pseudogene
KRT18P22	pseudogene
CALHM6	protein_coding
TRAPPC3L	protein_coding
CALHM5	protein_coding
CALHM4	protein_coding
RWDD1	protein_coding
RSPH4A	protein_coding
ZUP1	protein_coding
KPNA5	protein_coding
FAM162B	protein_coding
GPRC6A	protein_coding
RFX6	protein_coding
RPS29P13	pseudogene
RNA5SP214	pseudogene
VGLL2	protein_coding
ROS1	protein_coding
RN7SKP18	pseudogene
RN7SKP51	pseudogene
RAP1BP3	pseudogene
RNU6-253P	pseudogene
DCBLD1	protein_coding
GOPC	protein_coding
NEPNP	pseudogene
LOC101927919	lncRNA
NUS1	protein_coding
SLC35F1	protein_coding
RPL29P4	pseudogene
LOC105377967	lncRNA
LOC644303	pseudogene
CEP85L	protein_coding
BRD7P3	transcribed_pseudogene
PLN	protein_coding
SSXP10	pseudogene
SELENOKP3	transcribed_pseudogene
MCM9	protein_coding
ASF1A	protein_coding
FAM184A	protein_coding
MIR548B	miRNA
MAN1A1	protein_coding
RPL13AP15	pseudogene
RNU6-194P	pseudogene
LOC285762	lncRNA
LOC105377975	lncRNA
MIR3144	miRNA
RNU6-214P	pseudogene
RNA5SP215	pseudogene
COX6A1P3	pseudogene
TBC1D32	protein_coding
RNU6-1286P	pseudogene
RPS15AP21	pseudogene
HMGN2P29	pseudogene
GJA1	protein_coding
RNU4-35P	pseudogene
LOC260339	pseudogene
RNU4-76P	pseudogene
RNU2-8P	pseudogene
SLC25A5P7	pseudogene
RPL23AP48	pseudogene
LOC100129422	pseudogene
HMGB3P18	pseudogene
RNU1-18P	pseudogene
HSF2	protein_coding
SERINC1	protein_coding
PKIB	protein_coding
RN7SL564P	pseudogene
FABP7	protein_coding
SMPDL3A	protein_coding
ATP5MGP2	pseudogene
CLVS2	protein_coding
TRDN	protein_coding
TRDN-AS1	lncRNA
NKAIN2	protein_coding
RNF217-AS1	lncRNA
RNF217	protein_coding
TPD52L1	protein_coding
LOC100126584	lncRNA
HDDC2	protein_coding
LINC02523	lncRNA
HEY2	protein_coding
TRE-CTC1-7	tRNA
NCOA7	protein_coding
NCOA7-AS1	lncRNA
RN7SKP56	pseudogene
HINT3	protein_coding
RNA5SP216	pseudogene
TRMT11	protein_coding
PPP1R14BP5	pseudogene
CENPW	protein_coding
MIR588	miRNA
RNU6-200P	pseudogene
VIM2P	pseudogene
YAP1P3	pseudogene
PRELID1P1	pseudogene
RPS4XP9	pseudogene
RSPO3	protein_coding
RNF146	protein_coding
ECHDC1	protein_coding
RNA5SP217	pseudogene
YWHAZP4	pseudogene
RPL5P18	pseudogene
LOC100287856	pseudogene
RPL17P23	pseudogene
SOGA3	protein_coding
KIAA0408	protein_coding
C6orf58	protein_coding
LOC100420743	pseudogene
LOC100421513	pseudogene
THEMIS	protein_coding
MRPS17P5	pseudogene
PTPRK	protein_coding
LOC101928140	lncRNA
EEF1DP5	pseudogene
RPL21P64	pseudogene
LAMA2	protein_coding
MESTP1	pseudogene
BMPR1AP1	pseudogene
RNU6-861P	pseudogene
ARHGAP18	protein_coding
RPL5P21	pseudogene
B3GALNT2P1	pseudogene
TMEM244	protein_coding
L3MBTL3	protein_coding
SAMD3	protein_coding
TMEM200A	protein_coding
SMLR1	protein_coding
EPB41L2	protein_coding
AKAP7	protein_coding
LOC100421246	pseudogene
RPL21P67	pseudogene
ARG1	protein_coding
MED23	protein_coding
ENPP3	protein_coding
RNU4-18P	pseudogene
OR2A4	protein_coding
CTAGE9	protein_coding
RPL15P9	pseudogene
MIR548H5	miRNA
ENPP1	protein_coding
SELENOKP2	pseudogene
RN7SKP245	pseudogene
LOC100421775	pseudogene
CCN2	protein_coding
MIR548AJ1	miRNA
LINC01013	lncRNA
EEF1A1P36	pseudogene
MOXD1	protein_coding
STX7	protein_coding
RPL21P66	pseudogene
TAAR9	protein_coding
TAAR8	protein_coding
TAAR7P	pseudogene
TAAR6	protein_coding
TAAR5	protein_coding
TAAR4P	pseudogene
TAAR3P	transcribed_pseudogene
TAAR2	protein_coding
TAAR1	protein_coding
HLFP1	pseudogene
VNN1	protein_coding
CCNG1P1	pseudogene
VNN3	protein_coding
VNN2	protein_coding
RBM11P1	pseudogene
SLC18B1	protein_coding
RPS12	protein_coding
SNORD101	snoRNA
SNORD100	snoRNA
SNORA33	snoRNA
HMGB1P13	pseudogene
RPL23AP46	pseudogene
LINC00326	lncRNA
MTCYBP4	pseudogene
EYA4	protein_coding
TARID	lncRNA
HSPE1P21	pseudogene
FTH1P26	pseudogene
LINC01312	lncRNA
TCF21	protein_coding
TBPL1	protein_coding
SLC2A12	protein_coding
LOC100421250	pseudogene
HMGA1P7	transcribed_pseudogene
RN7SL408P	pseudogene
SGK1	protein_coding
RPS29P32	pseudogene
RNA5SP218	pseudogene
KRT8P42	pseudogene
CHCHD2P4	pseudogene
CT69	lncRNA
LINC01010	lncRNA
LOC101928304	lncRNA
FAM8A6P	pseudogene
MEMO1P2	pseudogene
ALDH8A1	protein_coding
HBS1L	protein_coding
MIR3662	miRNA
MYB	protein_coding
MIR548A2	miRNA
AHI1	protein_coding
BTRCP1	pseudogene
LINC00271	lncRNA
GAPDHP73	pseudogene
HMGB1P17	pseudogene
PDE7B	protein_coding
COX5BP2	pseudogene
LOC644135	lncRNA
MTFR2	protein_coding
BCLAF1	protein_coding
MAP7	protein_coding
RPLP1P8	pseudogene
NDUFS5P1	pseudogene
RN7SKP299	pseudogene
MAP3K5	protein_coding
MAP3K5-AS1	lncRNA
RNA5SP219	pseudogene
LOC101928429	lncRNA
PEX7	protein_coding
RPL7AP37	pseudogene
SLC35D3	protein_coding
RPL35AP3	pseudogene
NHEG1	lncRNA
IL20RA	protein_coding
IL22RA2	protein_coding
IFNGR1	protein_coding
OLIG3	protein_coding
BTF3L4P3	pseudogene
LOC102723649	lncRNA
LOC442263	pseudogene
LINC02539	lncRNA
WAKMAR2	lncRNA
TNFAIP3	protein_coding
LINC02528	lncRNA
RPSAP42	pseudogene
PERP	protein_coding
ARFGEF3	protein_coding
PBOV1	protein_coding
SMIM28	protein_coding
MARCKSL1P2	pseudogene
HEBP2	protein_coding
NHSL1	protein_coding
MIR3145	miRNA
LOC100129577	pseudogene
FLJ46906	lncRNA
GVQW2	lncRNA
CCDC28A	protein_coding
ECT2L	protein_coding
ACKR4P1	pseudogene
REPS1	protein_coding
ABRACL	protein_coding
HECA	protein_coding
TXLNB	protein_coding
LOC100129844	pseudogene
CITED2	protein_coding
LINC01625	lncRNA
ATP5PBP6	pseudogene
LOC100129554	pseudogene
FILNC1	lncRNA
LOC100507477	lncRNA
LOC103352541	lncRNA
RNA5SP220	pseudogene
MIR3668	miRNA
MIR4465	miRNA
RPS3AP24	pseudogene
RPS18P10	pseudogene
RN7SKP106	pseudogene
RPS3AP23	pseudogene
NMBR	protein_coding
GJE1	protein_coding
VTA1	protein_coding
ADGRG6	protein_coding
LOC153910	lncRNA
HIVEP2	protein_coding
LINC01277	lncRNA
AIG1	protein_coding
RPL31P27	pseudogene
LOC100131471	pseudogene
LOC100288558	pseudogene
ADAT2	protein_coding
TUBB8P2	pseudogene
RNA5SP221	pseudogene
PEX3	protein_coding
VDAC1P8	pseudogene
FUCA2	protein_coding
PHACTR2-AS1	lncRNA
PHACTR2	protein_coding
LTV1	protein_coding
ZC2HC1B	protein_coding
PLAGL1	protein_coding
HYMAI	lncRNA
LOC100131041	pseudogene
SF3B5	protein_coding
MRPL42P3	pseudogene
STX11	protein_coding
TPT1P4	pseudogene
TRL-TAA1-1	tRNA
UTRN	protein_coding
LOC100420214	pseudogene
SNORA98	snoRNA
TRQ-TTG4-1	tRNA
RNU1-33P	pseudogene
LOC645749	pseudogene
EPM2A	protein_coding
LOC100507557	lncRNA
FBXO30	protein_coding
SHPRH	protein_coding
GRM1	protein_coding
FUNDC2P3	pseudogene
RNA5SP222	pseudogene
RAB32	protein_coding
LOC101928661	lncRNA
ADGB	protein_coding
KATNBL1P6	transcribed_pseudogene
STXBP5-AS1	lncRNA
LUADT1	lncRNA
STXBP5	protein_coding
YAP1P1	pseudogene
SAMD5	protein_coding
SASH1	protein_coding
RNU6-1222P	pseudogene
CYP51A1P3	pseudogene
SNRPEP6	pseudogene
RPSAP40	pseudogene
UST	protein_coding
UST-AS1	lncRNA
LOC105378047	lncRNA
LOC729200	pseudogene
TAB2	protein_coding
TAB2-AS1	lncRNA
RN7SL234P	pseudogene
FABP12P1	pseudogene
SUMO4	protein_coding
ZC3H12D	protein_coding
LOC729496	pseudogene
PPIL4	protein_coding
RNU7-3P	pseudogene
GINM1	protein_coding
RPS18P9	transcribed_pseudogene
KATNA1	protein_coding
LATS1	protein_coding
LOC645967	lncRNA
NUP43	protein_coding
PCMT1	protein_coding
BTBD10P2	pseudogene
LRP11	protein_coding
RAET1E-AS1	lncRNA
CCT7P1	pseudogene
RAET1E	protein_coding
LOC100240714	pseudogene
RAET1F	pseudogene
RAET1G	protein_coding
LOC105378052	lncRNA
ULBP2	protein_coding
ULBP1	protein_coding
BTF3P10	pseudogene
RAET1K	transcribed_pseudogene
RAET1L	protein_coding
RAET1M	pseudogene
PHBP1	pseudogene
ULBP3	protein_coding
PPP1R14C	protein_coding
RNU4-7P	pseudogene
IYD	protein_coding
SSR1P1	pseudogene
LOC100420304	pseudogene
PLEKHG1	protein_coding
PDCL3P5	pseudogene
MTHFD1L	protein_coding
RNU6-302P	pseudogene
RPL32P16	pseudogene
MIR12131	miRNA
LOC102723831	lncRNA
RNU6-300P	pseudogene
RPS12P11	pseudogene
AKAP12	protein_coding
RNU6-1247P	pseudogene
RNY4P20	pseudogene
RN7SKP268	pseudogene
ZBTB2	protein_coding
RMND1	protein_coding
HSPA8P15	pseudogene
ARMT1	protein_coding
CCDC170	protein_coding
RNU6-813P	pseudogene
ESR1	protein_coding
SYNE1	protein_coding
SYNE1-AS1	lncRNA
RNA5SP223	pseudogene
NANOGP11	pseudogene
MYCT1	protein_coding
HSPD1P16	pseudogene
VIP	protein_coding
TUBB4BP7	pseudogene
FBXO5	protein_coding
MTRF1L	protein_coding
RGS17	protein_coding
RNA5SP224	pseudogene
RPL27AP6	pseudogene
RNA5SP225	pseudogene
MTCO2P31	pseudogene
MTND3P20	pseudogene
MTND4LP20	pseudogene
MTND4P13	pseudogene
RNU6-896P	pseudogene
HMGB3P19	pseudogene
OPRM1	protein_coding
IPCEF1	protein_coding
RPL17P24	pseudogene
CNKSR3	protein_coding
MTRES1P1	pseudogene
RPS4XP8	pseudogene
RPL31P29	pseudogene
LOC646274	pseudogene
SCAF8	protein_coding
RNU6-824P	pseudogene
MIR1273C	miRNA
LOC100421330	pseudogene
TIAM2	protein_coding
TFB1M	protein_coding
CLDN20	protein_coding
NOX3	protein_coding
LOC105378068	lncRNA
RNU7-152P	pseudogene
MIR1202	miRNA
SNORD28B	snoRNA
NMTRV-TAC1-1	pseudogene
H3P28	pseudogene
ARID1B	protein_coding
LOC115308161	lncRNA
MIR4466	miRNA
TMEM242	protein_coding
LDHAL6FP	pseudogene
LOC641708	pseudogene
LOC100420839	pseudogene
ZDHHC14	protein_coding
MIR3692	miRNA
SNX9	protein_coding
HSPE1P26	pseudogene
RNU6-786P	pseudogene
SYNJ2	protein_coding
SYNJ2-IT1	lncRNA
SERAC1	protein_coding
GTF2H5	protein_coding
SRP72P2	pseudogene
TULP4	protein_coding
SNORA116	snoRNA
RN7SL173P	pseudogene
CACYBPP3	pseudogene
TMEM181	protein_coding
TATDN2P2	pseudogene
MIR7161	miRNA
DYNLT1	protein_coding
SYTL3	protein_coding
AMZ2P2	pseudogene
MIR3918	miRNA
EZR	protein_coding
EZR-AS1	lncRNA
OSTCP1	transcribed_pseudogene
C6orf99	lncRNA
LOC442272	pseudogene
RNU6-293P	pseudogene
RSPH3	protein_coding
TAGAP	protein_coding
LOC101929122	lncRNA
FNDC1	protein_coding
LINC02529	lncRNA
RPL21P69	pseudogene
SOD2	protein_coding
HNRNPH1P1	pseudogene
RNU4ATAC18P	pseudogene
WTAP	protein_coding
SOD2-OT1	lncRNA
ACAT2	protein_coding
TCP1	protein_coding
SNORA20	snoRNA
SNORA29	snoRNA
MRPL18	protein_coding
PNLDC1	protein_coding
MAS1	protein_coding
IGF2R	protein_coding
AIRN	lncRNA
LOC729603	transcribed_pseudogene
SLC22A1	protein_coding
SLC22A2	protein_coding
SLC22A3	protein_coding
LPAL2	transcribed_pseudogene
LPA	protein_coding
PLG	protein_coding
MAP3K4	protein_coding
AGPAT4	protein_coding
AGPAT4-IT1	lncRNA
PRKN	protein_coding
LOC105378098	lncRNA
KRT8P44	pseudogene
PACRG	protein_coding
TRE-TTC15-1	pseudogene
RPL34P15	pseudogene
PACRG-AS2	lncRNA
PACRG-AS3	lncRNA
PACRG-AS1	lncRNA
DKFZp451B082	lncRNA
RPL37AP4	pseudogene
CAHM	lncRNA
QKI	protein_coding
LOC102724152	lncRNA
RN7SL366P	pseudogene
MEAT6	lncRNA
C6orf118	protein_coding
PDE10A	protein_coding
RNA5SP226	pseudogene
RNU6-730P	pseudogene
LINC00473	lncRNA
LINC00602	lncRNA
GAPDHP72	pseudogene
LOC729681	lncRNA
TBXT	protein_coding
RNU6-153P	pseudogene
LOC101929297	lncRNA
GNG5P1	pseudogene
PRR18	protein_coding
SFT2D1	protein_coding
HNRNPA1P49	pseudogene
LOC100289495	lncRNA
MPC1	protein_coding
RPS6KA2	protein_coding
RPS6KA2-IT1	lncRNA
MIR1913	miRNA
RAMACL	pseudogene
LOC645468	pseudogene
RPS6KA2-AS1	lncRNA
RNASET2	protein_coding
MIR3939	miRNA
